"taxonomy1","taxonomy2","score"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Auto Specialty Shops (Not Otherwise Classified)","Auto Restoration Service","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Commercial Printing","Tech Companies","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Commercial Printing","Tech Companies","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Restaurants (Liquor License - No Live Entertainment / Dancing)","Catering & Delivery","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Retail - Electronics (Install / Repair Off Premises)","Auto Electrical Equipment","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Commercial Printing","Tech Companies","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Auto Specialty Shops (Not Otherwise Classified)","Auto Restoration Service","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Community / Civic / Special Interest Groups (Non-Medical)","Social Services & NGOs","0.09375"
"Recreational Vehicle Sales & Service (Snowmobiles, ATVs, Jet Skis, Scooters, E-Bikes, Golf Carts etc)","Bicycle Shops, Parts & Accessories","0.093457945"
"Recreational Vehicle Sales & Service (Snowmobiles, ATVs, Jet Skis, Scooters, E-Bikes, Golf Carts etc)","Bicycle Shops, Parts & Accessories","0.093457945"
"Recreational Vehicle Sales & Service (Snowmobiles, ATVs, Jet Skis, Scooters, E-Bikes, Golf Carts etc)","Bicycle Shops, Parts & Accessories","0.093457945"
"Recreational Vehicle Sales & Service (Snowmobiles, ATVs, Jet Skis, Scooters, E-Bikes, Golf Carts etc)","Bicycle Shops, Parts & Accessories","0.093457945"
"Trucks - Hauling for Others (incl Incidental Short-Term Warehousing)","Trucking and Logistics","0.093333334"
"Trucks - Hauling for Others (incl Incidental Short-Term Warehousing)","Trucking and Logistics","0.093333334"
"Trucks - Hauling for Others (incl Incidental Short-Term Warehousing)","Trucking and Logistics","0.093333334"
"Trucks - Hauling for Others (incl Incidental Short-Term Warehousing)","Trucking and Logistics","0.093333334"
"Commercial Printing","Digital & Marketing Agencies","0.093023255"
"Retail - China / Crockery / Glassware / Giftware","Gift Shops","0.093023255"
"Wholesale - Surgical / Dental / Hospital / Drafting / Engineering / Scientific Supplies","Medical Supply Manufacturers","0.093023255"
"Wholesale - Marine Supplies","Newspapers & Magazines","0.093023255"
"Construction - Fences / Decks","Flooring Contractors","0.093023255"
"Painting - Spray (Exterior)","Asphalt & Paving Products","0.093023255"
"Gas Station - Full Serve (No Repairs)","Auto Services","0.093023255"
"Excavation - in Virgin Soil","Construction Services","0.093023255"
"Retail - Books / Flowers / Stationery","Book Publisher","0.093023255"
"Retail - Books / Flowers / Stationery","Book Publisher","0.093023255"
"Project Managers (Construction)","Mortgage Brokers","0.093023255"
"Professional Associations","Immigration Attorneys","0.093023255"
"Wholesale - Surgical / Dental / Hospital / Drafting / Engineering / Scientific Supplies","Medical Supply Manufacturers","0.093023255"
"Retail - China / Crockery / Glassware / Giftware","Gift Shops","0.093023255"
"Excavation - in Virgin Soil","Construction Services","0.093023255"
"Commercial Printing","Digital & Marketing Agencies","0.093023255"
"Excavation - in Virgin Soil","Construction Services","0.093023255"
"Construction - Fences / Decks","Flooring Contractors","0.093023255"
"Construction - Fences / Decks","Flooring Contractors","0.093023255"
"Construction - Fences / Decks","Flooring Contractors","0.093023255"
"Wholesale - Surgical / Dental / Hospital / Drafting / Engineering / Scientific Supplies","Medical Supply Manufacturers","0.093023255"
"Wholesale - Surgical / Dental / Hospital / Drafting / Engineering / Scientific Supplies","Medical Supply Manufacturers","0.093023255"
"Wholesale - Surgical / Dental / Hospital / Drafting / Engineering / Scientific Supplies","Medical Supply Manufacturers","0.093023255"
"Excavation - in Virgin Soil","Construction Services","0.093023255"
"Construction - Fences / Decks","Flooring Contractors","0.093023255"
"Retail - Books / Flowers / Stationery","Book Publisher","0.093023255"
"Excavation - in Virgin Soil","Construction Services","0.093023255"
"Construction - Fences / Decks","Flooring Contractors","0.093023255"
"Wholesale - Marine Supplies","Newspapers & Magazines","0.093023255"
"Marketing Consultants","CBD and Medical Marijuana","0.093023255"
"Commercial Printing","Digital & Marketing Agencies","0.093023255"
"Retail - China / Crockery / Glassware / Giftware","Gift Shops","0.093023255"
"Construction - Fences / Decks","Flooring Contractors","0.093023255"
"Excavation - in Virgin Soil","Construction Services","0.093023255"
"Professional Associations","Immigration Attorneys","0.093023255"
"Wholesale - Surgical / Dental / Hospital / Drafting / Engineering / Scientific Supplies","Medical Supply Manufacturers","0.093023255"
"Construction - Fences / Decks","Flooring Contractors","0.093023255"
"Construction - Fences / Decks","Flooring Contractors","0.093023255"
"Excavation - in Virgin Soil","Construction Services","0.093023255"
"Excavation - in Virgin Soil","Construction Services","0.093023255"
"Wholesale - Surgical / Dental / Hospital / Drafting / Engineering / Scientific Supplies","Medical Supply Manufacturers","0.093023255"
"Construction - Fences / Decks","Flooring Contractors","0.093023255"
"Retail - China / Crockery / Glassware / Giftware","Gift Shops","0.093023255"
"Construction - New Industrial","General Contractors","0.093023255"
"Restaurants (Liquor License - No Live Entertainment / Dancing)","Executive, Legislative & Government Institutions","0.093023255"
"Advertising Agencies","Real Estate - Agents & Managers","0.093023255"
"Construction - Fences / Decks","Flooring Contractors","0.093023255"
"Retail - China / Crockery / Glassware / Giftware","Gift Shops","0.093023255"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Retail - Farm / Garden / Lawn Light Supplies","Vitamins & Supplements","0.09259259"
"Physiotherapists / Occupational Therapists","Clinics - Surgeons & Physicians","0.09259259"
"Brick / Clay Manufacturing","Other Building Material Retailers","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Physiotherapists / Occupational Therapists","Clinics - Surgeons & Physicians","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Insurance Agency","0.09259259"
"Auto Repair Garage (No heavy trucks)","Race Tracks & Racing Supplies","0.09259259"
"Construction - Fences / Decks","Churches & Religious Organizations","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Project Managers (Non-Construction)","Public Relations Agencies","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Physiotherapists / Occupational Therapists","Health & Medical Publications","0.09259259"
"Physiotherapists / Occupational Therapists","Clinics - Surgeons & Physicians","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Coaching / Career Consultants","Psychologists & Counseling Services","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Physiotherapists / Occupational Therapists","Clinics - Surgeons & Physicians","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Television / Radio Stations (No Stage / Scenery Storage)","Recording Studio","0.09259259"
"Construction - Fences / Decks","Churches & Religious Organizations","0.09259259"
"Operations Consultants","Real Estate Valuations & Home Inspection","0.09259259"
"Business Services - Not Otherwise Classified","Clothing Stores","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Lawyers / Barristers / Solicitors","Insurance - Agents, Carriers & Brokers","0.09259259"
"Television / Radio Stations (No Stage / Scenery Storage)","Recording Studio","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Home Stagers / Interior Decorators","Real Estate - Agents & Managers","0.09259259"
"Auto Repair Garage (No heavy trucks)","Race Tracks & Racing Supplies","0.09259259"
"Physiotherapists / Occupational Therapists","Clinics - Surgeons & Physicians","0.09259259"
"Trailer Sales / Service (Not Recreational)","Churches & Religious Organizations","0.092307694"
"Communication Equipment Installation - Residential","Real Estate - Agents & Managers","0.092307694"
"Communication Equipment Installation - Residential","Real Estate - Agents & Managers","0.092307694"
"Auto Specialty Shops (Not Otherwise Classified)","Auto Dent Removal Service","0.092307694"
"Wholesale - Hardware / Plumbing Supplies / Electrical Supplies","Water Supply & Water Treatment","0.092307694"
"Auto Specialty Shops (Not Otherwise Classified)","Auto Dent Removal Service","0.092307694"
"Communication Equipment Installation - Residential","Real Estate - Agents & Managers","0.092307694"
"Wholesale - Accessories / Luggage (No Footwear)","Adoption Agencies & Foster Care","0.092307694"
"Auto Specialty Shops (Not Otherwise Classified)","Auto Dent Removal Service","0.092307694"
"Metal Products Manufacturing (Staircases / Railings)","Aircraft Parts & Services","0.092307694"
"Retail - Auto Parts / accessories (incl installation of accessories)","Electric Supplies & Power Generation","0.09210526"
"Community / Civic / Special Interest Groups (Non-Medical)","Fertility, Birth & Maternity Services","0.09210526"
"Insulation of Buildings (No asbestos / UFFI abatement)","Refrigeration Equipment & Supplies","0.09210526"
"Auto Parts Manufacturing (Non-Operating - Bodies / Reefers / Accessories / Etc)","Bakeries & Desserts","0.09210526"
"Retail - Auto Parts / accessories (incl installation of accessories)","Electric Supplies & Power Generation","0.09210526"
"Metal Products Manufacturing - Light, Not Otherwise Classified (incl Machine Shops / Tool & Die)","Malls & Shopping Center","0.091836736"
"Fundraising Organizations (Charitable / Religious)","Associations","0.09090909"
"Signs Manufacturing (Plastic)","Commercial Printing","0.09090909"
"Community / Civic / Special Interest Groups (Non-Medical)","Theatres & Theatrical Services","0.09090909"
"Nurseries (Flowers - No Retail)","Florists","0.09090909"
"Construction - Driveways / Parking Areas (Residential)","Trucking and Logistics","0.09090909"
"Commercial Printing","Clothing Stores","0.09090909"
"Construction - Residential New (Singles / Semis)","Wood Building Material Stores","0.09090909"
"Fundraising Organizations (Charitable / Religious)","Associations","0.09090909"
"Retail - Convenience / Variety / Tobacco Store","Beer & Liquor Stores","0.09090909"
"Retail - Convenience / Variety / Tobacco Store","Beer & Liquor Stores","0.09090909"
"Carpentry (incl. Wood Shop Operations)","Hobby Shops","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Electrical Equipment","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Electrical Equipment","0.09090909"
"Metal Products Manufacturing - Light, Not Otherwise Classified (incl Machine Shops / Tool & Die)","Forging & Metal Stampings","0.09090909"
"Janitorial Service (Commercial)","General Contractors","0.09090909"
"Metal Products Manufacturing - Light, Not Otherwise Classified (incl Machine Shops / Tool & Die)","Forging & Metal Stampings","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Tree Removal / Trimming / Pruning","Theatres & Theatrical Services","0.09090909"
"Retail - Bakeries","Resorts","0.09090909"
"Community / Civic / Special Interest Groups (Non-Medical)","Theatres & Theatrical Services","0.09090909"
"Fundraising Organizations (Charitable / Religious)","Associations","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Electrical Equipment","0.09090909"
"Carpentry, trim and millwork (No Wood Shop)","Windows & Door Shops","0.09090909"
"Management Consultants","Events Venues","0.09090909"
"Carpentry, trim and millwork (No Wood Shop)","Windows & Door Shops","0.09090909"
"Community / Civic / Special Interest Groups (Non-Medical)","Theatres & Theatrical Services","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Signs Manufacturing (Plastic)","Commercial Printing","0.09090909"
"Installation of Flooring / Ceiling","Heavy Construction Equipment","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Electrical Equipment","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Drywall / Plastering / Acoustical","Wood Building Material Stores","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Signs Manufacturing (Plastic)","Commercial Printing","0.09090909"
"Retail - Farm / Garden / Lawn Light Supplies","Other Building Material Retailers","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Labour Unions","Educational Associations","0.09090909"
"Metal Products Manufacturing - Light, Not Otherwise Classified (incl Machine Shops / Tool & Die)","Forging & Metal Stampings","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Signs Manufacturing (Plastic)","Commercial Printing","0.09090909"
"Wholesale - Surgical / Dental / Hospital / Drafting / Engineering / Scientific Supplies","Dental Laboratory","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Commercial Printing","Clothing Stores","0.09090909"
"Exterior Building Cleaning / Sandblasting","Home Builders & Renovation Contractors","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Electrical Equipment","0.09090909"
"Heating / Air Conditioning Equipment Installation / Service - Industrial","Home Builders & Renovation Contractors","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Signs Manufacturing (Plastic)","Commercial Printing","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Electrical Equipment","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Electrical Equipment","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Electrical Equipment","0.09090909"
"Information Technology Consultants","Associations","0.09090909"
"Community / Civic / Special Interest Groups (Non-Medical)","Theatres & Theatrical Services","0.09090909"
"Signs Manufacturing (Plastic)","Commercial Printing","0.09090909"
"Construction - Commercial New - low rise - 3 stories or less","Social Services & NGOs","0.09090909"
"Professional Associations","Heating & Air Conditioning","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Labour Unions","Industry Associations","0.09090909"
"Construction - Residential New (Singles / Semis)","Damage Restoration & Mold Remediation","0.09090909"
"Fundraising Organizations (Charitable / Religious)","Associations","0.09090909"
"Construction - Residential New (Singles / Semis)","Damage Restoration & Mold Remediation","0.09090909"
"Exterior Building Cleaning / Sandblasting","Home Builders & Renovation Contractors","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Electrical Equipment","0.09090909"
"Commercial Printing","Clothing Stores","0.09090909"
"Renovation - Residential (Singles / Semis / Townhouses)","Real Estate Rental","0.09090909"
"Cleaning of Streets","Valet Services & Parking Lots","0.09090909"
"Catering (No Liquor Serving)","Cosmetic Manufacturing","0.09090909"
"Landscaping / Gardening for Others (No Pesticide / Herbicide Application)","Foundation Contractors","0.09090909"
"Construction - Driveways / Parking Areas (Residential)","Asphalt & Paving Products","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Electrical Equipment","0.09090909"
"Concrete Pumping Operations","General Contractors","0.09090909"
"Auto Repair Garage (No heavy trucks)","Auto Parts Manufacturers","0.09090909"
"Public Markets (Flea Markets, Farmers Markets, etc)","Martial Arts Gyms","0.09090909"
"Retail - Convenience / Variety / Tobacco Store","Beer & Liquor Stores","0.09090909"
"Community / Civic / Special Interest Groups (Non-Medical)","Theatres & Theatrical Services","0.09090909"
"Construction - Residential New (Singles / Semis)","Investment Consultants & Financial Advisors","0.09090909"
"Building Owners Risk Only - Mfg., Industrial or Wholesale: up to 5 tenants","Investment Consultants & Financial Advisors","0.09"
"Building Owners Risk Only - Mfg., Industrial or Wholesale: more than 5 tenants","Injection Molding Services","0.08988764"
"Retail - Sporting Goods (No Firearms / Ammunition)","Movers & Heavy Transportation","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Electrical Contractors - Commercial (No Industrial)","Electronics Repair & Maintenance","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Insulation of Buildings (No asbestos / UFFI abatement)","Construction Associations","0.08955224"
"Metal Stamping / Fabricated Metal Products","Electronical Components Manufacturing","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Pesticide / Herbicide Application (Outdoor)","Pest Services & Agricultural Chemicals","0.08955224"
"Glazier Operations (low rise - 3 stories or less)","Furniture Stores","0.08928572"
"Electrical Contractors - Commercial (No Industrial)","Telecommunications","0.08928572"
"Electrical Contractors - Commercial (No Industrial)","Telecommunications","0.08928572"
"Retail - Tire Sales & Service (New)","Salvage Merchandise & Thrift Store","0.08928572"
"Installation of Flooring / Ceiling","Payment Processing & Point of Sale","0.08928572"
"Excavation - in Virgin Soil","Home Builders & Renovation Contractors","0.08928572"
"Renovation - Residential (Singles / Semis / Townhouses)","Toys & Games Stores","0.08928572"
"Canning and Preserving (Meat / Fish / Fruit / Vegetables)","Auto Services","0.08928572"
"Electrical Contractors - Commercial (No Industrial)","Telecommunications","0.08928572"
"Directional Drilling (No Oil/Gas)","Excavation, Bulldozing & Demolition","0.08928572"
"Electrical Contractors - Commercial (No Industrial)","Telecommunications","0.08928572"
"Directional Drilling (No Oil/Gas)","Excavation, Bulldozing & Demolition","0.08928572"
"Coaching / Career Consultants","Learning, Tutoring & Courses","0.08888889"
"Wholesale - Marble / Decorative Stone / Clay","Tile Store","0.08888889"
"Optometrists","Ophthalmic & Optical Instruments & Lenses","0.08888889"
"Optometrists","Ophthalmic & Optical Instruments & Lenses","0.08888889"
"Marketing Consultants","Real Estate - Agents & Managers","0.08888889"
"Beauty Parlours / Barber Shops (Hairstyling / Manicures / Pedicures Only, No Estheticians)","Tattoo & Piercing Parlors","0.08888889"
"Optometrists","Ophthalmic & Optical Instruments & Lenses","0.08888889"
"Beauty Parlours / Barber Shops (Hairstyling / Manicures / Pedicures Only, No Estheticians)","Tattoo & Piercing Parlors","0.08888889"
"Optometrists","Ophthalmic & Optical Instruments & Lenses","0.08888889"
"Wholesale - Marble / Decorative Stone / Clay","Tile Store","0.08888889"
"Optometrists","Ophthalmic & Optical Instruments & Lenses","0.08888889"
"Optometrists","Ophthalmic & Optical Instruments & Lenses","0.08888889"
"Housekeeping Service (Residential)","Lighting Stores","0.08888889"
"Coaching / Career Consultants","Learning, Tutoring & Courses","0.08888889"
"Scientific Services / Laboratories - Non-Medical (e.g. Food Testing)","Electronical Components Manufacturing","0.08888889"
"Beauty Parlours / Barber Shops (Hairstyling / Manicures / Pedicures Only, No Estheticians)","Tattoo & Piercing Parlors","0.08888889"
"Optometrists","Ophthalmic & Optical Instruments & Lenses","0.08888889"
"Housekeeping Service (Residential)","Lighting Stores","0.08888889"
"Coaching / Career Consultants","Learning, Tutoring & Courses","0.08888889"
"Optometrists","Ophthalmic & Optical Instruments & Lenses","0.08888889"
"Tree Removal / Trimming / Pruning","Trucking and Logistics","0.08888889"
"Commercial Printing","Distilleries & Malt Processing","0.08888889"
"Marketing Consultants","Real Estate - Agents & Managers","0.08888889"
"Sheet Metal Products Manufacturing (Incl Ducts / Flumes / Flooring / Siding)","Industrial Machinery & Supplies","0.088607594"
"Heating Equipment Manufacturing - Industrial Furnaces / Ovens","Electrical & Wiring Contractors","0.088607594"
"Sheet Metal Products Manufacturing (Incl Ducts / Flumes / Flooring / Siding)","Industrial Machinery & Supplies","0.088607594"
"Equipment Rented to Others - Not Otherwise Classified (Without Operator)","Trailers & RVs - Dealers & Rentals","0.088607594"
"Metal Products Manufacturing - Heavy (Not Otherwise Classified)","Fences & Ornamental Metal Work","0.088607594"
"Medical / Health Services - Not Otherwise Classified","Elevators & Ramps - Installation & Service","0.088607594"
"Sheet Metal Products Manufacturing (Incl Ducts / Flumes / Flooring / Siding)","Industrial Machinery & Supplies","0.088607594"
"Business Services - Not Otherwise Classified","Carpets, Rugs & Other Floor Covers","0.0882353"
"Fundraising Organizations (Charitable / Religious)","Food & Beverage Publications","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Labour Unions","Construction Associations","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Wood Building Material Stores","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Construction - Sidewalks","Concrete Work","0.0882353"
"Metal Products Manufacturing (Staircases / Railings)","Railroad Service Companies","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Fundraising Organizations (Charitable / Religious)","Food & Beverage Publications","0.0882353"
"Labour Unions","Construction Associations","0.0882353"
"Construction - Sidewalks","Concrete Work","0.0882353"
"Gases - Incombustible Industrial (Argon / Helium / CO2)","Oil & Gas - Extraction & Distribution","0.0882353"
"Construction - Sidewalks","Concrete Work","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Commercial Printing","Comic Book Store","0.0882353"
"Gases - Incombustible Industrial (Argon / Helium / CO2)","Oil & Gas - Extraction & Distribution","0.0882353"
"Clinics - Not Otherwise Classified (No Doctors or Dentists Offices)","Radiology Clinic","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Construction - Sidewalks","Concrete Work","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Wood Building Material Stores","0.0882353"
"Commercial Printing","Children Clothing","0.0882353"
"Renovation - Residential (Singles / Semis / Townhouses)","Excavation, Bulldozing & Demolition","0.0882353"
"Metal Products Manufacturing (Staircases / Railings)","Railroad Service Companies","0.0882353"
"Metal Products Manufacturing - Light, Not Otherwise Classified (incl Machine Shops / Tool & Die)","Metal Roofing","0.08791209"
"Metal Products Manufacturing - Light, Not Otherwise Classified (incl Machine Shops / Tool & Die)","Metal Roofing","0.08791209"
